,assisted_housing_count,active_finance,gun incident count,% of adults < high school dip,avg unemploy rate 2015_2020,clusters,cluster
1810,8,7,55,14.7,4.333333333333333,1,purple
1811,32,18,651,8.5,4.4,0,pink
1812,1,1,5,21.8,3.9166666666666674,1,purple
1813,28,22,359,14.3,4.416666666666667,1,purple
1814,15,12,93,14.5,5.283333333333333,1,purple
1815,3,1,51,18.8,5.949999999999999,1,purple
1816,5,3,29,19.9,6.816666666666666,1,purple
1817,15,10,449,9.2,4.3,1,purple
1818,8,1,3,15.7,2.85,1,purple
1819,4,0,2,12.6,2.9,1,purple
1820,5,1,8,5.0,3.116666666666667,1,purple
1821,7,0,29,7.0,3.0,1,purple
1822,3,0,1,11.1,2.983333333333333,1,purple
1823,6,2,2,9.0,3.616666666666667,1,purple
1824,1,0,8,11.5,3.783333333333333,1,purple
1825,7,2,6,8.5,3.3166666666666664,1,purple
1826,1,0,3,6.4,4.366666666666666,1,purple
1827,10,2,12,7.9,2.833333333333333,1,purple
1828,1,0,2,10.5,4.483333333333333,1,purple
1829,1,0,1,6.9,2.6,1,purple
1830,4,0,1,5.6,4.3500000000000005,1,purple
1831,5,0,3,10.6,3.25,1,purple
1832,4,1,5,7.8,2.6,1,purple
1833,3,0,1,12.3,2.85,1,purple
1834,3,0,2,9.1,3.466666666666667,1,purple
1835,5,2,5,6.5,3.583333333333333,1,purple
1836,1,0,19,5.2,2.4666666666666663,1,purple
1837,1,0,3,10.3,4.683333333333333,1,purple
1838,2,0,10,5.6,3.483333333333333,1,purple
1839,1,0,1,18.4,5.016666666666667,1,purple
1840,39,13,250,7.5,2.9333333333333336,1,purple
1841,20,3,86,6.5,3.45,1,purple
1842,3,1,1,7.6,3.0,1,purple
1843,1,0,3,10.4,4.566666666666666,1,purple
1844,3,0,3,8.9,3.3000000000000003,1,purple
1845,2,0,2,9.1,2.6,1,purple
1846,4,2,3,7.4,3.5,1,purple
1847,2,0,1,10.0,5.166666666666667,1,purple
1848,12,1,9,9.1,2.9333333333333336,1,purple
1849,13,9,48,13.0,4.766666666666667,1,purple
1850,4,3,9,17.9,5.1000000000000005,1,purple
1851,3,2,6,17.6,6.266666666666666,1,purple
1852,3,2,2,24.4,6.783333333333334,1,purple
1853,6,4,54,10.9,4.3,1,purple
1854,13,9,49,14.7,4.483333333333333,1,purple
1855,5,3,17,22.7,6.166666666666667,1,purple
1856,1,1,4,15.5,4.416666666666667,1,purple
1857,1,1,9,15.9,6.183333333333334,1,purple
1858,6,2,30,16.5,5.283333333333334,1,purple
1859,3,1,9,14.8,4.6,1,purple
1860,3,0,6,19.9,5.583333333333333,1,purple
1861,3,1,12,19.9,6.433333333333333,1,purple
1862,3,1,15,14.6,4.75,1,purple
1863,1,1,12,18.8,4.8500000000000005,1,purple
1864,8,6,8,14.2,5.683333333333334,1,purple
1865,67,33,1489,10.9,3.9666666666666655,0,pink
1866,1,1,2,14.1,6.466666666666666,1,purple
1867,4,4,1,19.9,5.866666666666667,1,purple
1868,5,0,14,16.3,4.166666666666667,1,purple
1869,7,5,46,16.1,5.916666666666667,1,purple
1870,6,3,9,13.8,4.816666666666666,1,purple
1871,3,2,1,17.0,5.45,1,purple
1872,5,2,14,12.5,4.733333333333333,1,purple
1873,6,2,65,14.7,5.55,1,purple
1874,4,4,6,14.2,4.683333333333334,1,purple
1875,2,2,7,21.4,5.216666666666666,1,purple
1876,7,7,81,15.3,5.666666666666667,1,purple
1877,2,1,8,25.6,6.25,1,purple
1878,8,6,19,18.7,5.0,1,purple
1879,29,16,736,10.5,4.533333333333332,0,pink
1880,1,0,3,22.9,7.083333333333333,1,purple
1881,2,2,21,20.4,6.166666666666667,1,purple
1882,4,4,8,18.5,5.6000000000000005,1,purple
1883,5,4,33,15.6,5.3,1,purple
1884,1,1,45,18.0,6.5,1,purple
1885,2,2,14,17.3,6.166666666666667,1,purple
1886,6,5,23,14.1,5.449999999999999,1,purple
1887,2,2,13,21.4,4.283333333333334,1,purple
1888,5,2,6,15.1,5.25,1,purple
1889,3,1,6,14.7,5.1,1,purple
1890,2,2,3,20.2,4.633333333333333,1,purple
1891,60,24,405,8.3,3.9166666666666665,1,purple
1892,5,3,5,22.9,7.133333333333333,1,purple
1893,4,4,11,16.6,5.433333333333334,1,purple
1894,2,1,6,15.7,5.616666666666666,1,purple
1895,1,1,7,16.5,4.566666666666666,1,purple
1896,5,4,11,13.8,4.533333333333332,1,purple
1897,7,4,49,15.5,5.300000000000001,1,purple
1898,4,2,6,17.4,6.75,1,purple
1899,2,2,4,19.7,4.316666666666667,1,purple
1900,8,5,345,11.1,4.9,1,purple
1901,2,1,13,18.5,5.733333333333333,1,purple
1902,3,1,7,14.6,4.933333333333334,1,purple
1903,6,2,40,9.8,4.483333333333333,1,purple
1904,1,0,4,16.2,6.216666666666666,1,purple
1905,6,5,7,17.6,5.133333333333334,1,purple
1906,7,6,177,7.1,5.033333333333332,1,purple
1907,2,1,12,19.7,5.65,1,purple
1908,7,5,11,16.5,6.333333333333333,1,purple
1909,3,2,1,19.4,5.066666666666667,1,purple
1910,1,0,5,25.1,6.116666666666667,1,purple
1911,1,1,1,25.6,5.533333333333334,1,purple
1912,2,1,5,17.6,5.3,1,purple
1913,5,5,23,13.4,4.7,1,purple
1914,1,1,6,19.2,7.0,1,purple
1915,5,4,18,11.1,5.183333333333334,1,purple
1916,2,1,52,12.8,4.083333333333333,1,purple
1917,8,4,226,8.2,3.866666666666667,1,purple
1918,4,4,5,20.2,6.5,1,purple
1919,1,0,7,18.4,5.6000000000000005,1,purple
1920,8,4,24,15.0,5.233333333333333,1,purple
1921,66,48,2435,11.6,5.650000000000001,0,pink
1922,1,1,3,14.7,4.3,1,purple
1923,1,0,3,12.8,5.949999999999999,1,purple
1924,17,14,107,12.8,4.916666666666667,1,purple
1925,10,6,66,10.3,3.9166666666666665,1,purple
1926,4,3,24,12.2,5.3500000000000005,1,purple
1927,1,1,8,15.0,6.416666666666667,1,purple
1928,6,3,5,20.5,5.216666666666666,1,purple
